Id,Date,Url,Topic_Heading
1,6/26/2020,https://www.agriculture.com/news/ffa-convention-will-be-virtual-in-2020,convention
2,6/26/2020,https://www.agriculture.com/news/machinery/20-million-dealer-auction-set-for-tuesday,dealer
3,6/26/2020,https://www.agriculture.com/why-bayer-settled-roundup-and-dicamba-litigation,bayer
4,6/26/2020,https://www.agriculture.com/news/business/largest-annual-increase-in-grocery-prices-since-2011,annual
5,6/26/2020,https://www.agriculture.com/news/livestock/hog-backlog-on-us-farms-could-hit-2-million-head,backlog
6,6/26/2020,https://www.agriculture.com/news/crops/world-soybean-production-to-rise-by-8-percent-says-grains-council,council
7,6/26/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-26-2020,big
8,6/25/2020,https://www.agriculture.com/news/business/senate-bill-would-help-farmers-get-into-carbon-markets-say-backers,backer
9,6/25/2020,https://www.agriculture.com/news/technology/fmc-corporation-launches-fmc-ventures,fmc
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,big
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,bayer
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,auction
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,agent
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,coronavirus
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,conservation
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,coronavirus
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,big
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,alta
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,constrained
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,big
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,million
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,corn
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,id
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,appellate
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,thing
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,dime
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,bayer
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,ask
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,june
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,ag
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,group
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,big
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,belt
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,bank
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,brief
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,buy
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,thing
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,like
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,buy
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,drop
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,thing
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,condition
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,deere
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,add
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,ask
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,aggag
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,big
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,file
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,back
50,06-12-2020,https://www.agriculture.com/news/business/as-processing-plants-reopen-more-meat-for-americans-to-eat,american
51,06-12-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-12-2020,june
52,06-11-2020,https://www.agriculture.com/news/crops/enlist-duo-herbicide-under-fire-by-ninth-circuit-court-of-appeals,appeal
53,06-11-2020,https://www.agriculture.com/news/crops/usda-prints-big-estimates-of-us-corn-and-soybean-supplies,corn
54,06-11-2020,https://www.agriculture.com/news/business/indictments-could-be-a-sign-of-increased-antitrust-enforcement-in-farm-sector,antitrust
55,06-11-2020,https://www.agriculture.com/news/business/beef-prices-soar-food-inflation-is-highest-in-more-than-eight-years,price
56,06-11-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-11-2020,big
57,06-10-2020,https://www.agriculture.com/news/livestock/online-auctions-an-option-for-some-amid-fair-closings,amid
58,06-10-2020,https://www.agriculture.com/news/livestock/iowa-state-fair-cancels-amid-covid-19-concerns,amid
59,06-10-2020,https://www.agriculture.com/news/business/iowa-expands-offer-of-hog-disposal-aid,aid
60,06-10-2020,https://www.agriculture.com/news/business/huge-federal-payments-will-make-up-36-of-farm-income-this-year,farm
61,06-10-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-10-2020,big
62,06-09-2020,https://www.agriculture.com/news/livestock/pump-up-your-pasture-management-to-make-more-money,make
63,06-09-2020,https://www.agriculture.com/news/crops/bayer-responds-to-us-court-of-appeals-dicamba-ruling,appeal
64,06-09-2020,https://www.agriculture.com/news/business/ranchers-labor-union-call-for-stronger-covid-19-protections-for-meatpacking-workers,call
65,06-09-2020,https://www.agriculture.com/news/business/epa-cancels-dicamba-registration-allows-use-of-the-weedkiller-until-july-31,allows
66,06-09-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-9-2020,big
67,06-08-2020,https://www.agriculture.com/news/crops/epa-issues-cancellation-order-of-dicamba-product-registrations,allowing
68,06-08-2020,https://www.agriculture.com/news/crops/us-corn-planting-is-all-but-finished-condition-ratings-rise-usda-says,condition
69,06-08-2020,https://www.agriculture.com/news/machinery/john-deere-enhances-integrated-technology-on-new-5r-and-6m-tractors,deere
70,06-08-2020,https://www.agriculture.com/news/crops/dicamba-use-is-in-epa-s-corner,epa’s
71,06-08-2020,https://www.agriculture.com/news/technology/harnessing-the-power-of-poop,harnessing
72,06-08-2020,https://www.agriculture.com/news/business/there-are-holes-in-usda-s-food-box-say-congressional-democrats,box
73,06-08-2020,https://www.agriculture.com/news/business/record-high-world-grain-production-for-second-year-in-a-row,grain
74,06-08-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-8-2020,june
75,06-05-2020,https://www.agriculture.com/news/crops/epa-responds-to-ninth-circuit-courts-opinion-on-dicamba-registrations,circuit
76,06-05-2020,https://www.agriculture.com/news/crops/why-a-federal-court-vacated-epa-registration-of-three-dicamba-herbicides,court
77,06-05-2020,https://www.agriculture.com/news/crops/confusion-reigns-over-dicamba-ruling,confusion
78,06-05-2020,https://www.agriculture.com/news/crops/dicamba-available-for-use-under-north-dakota-state-registration,available
79,06-05-2020,https://www.agriculture.com/news/crops/now-what,what
80,06-05-2020,https://www.agriculture.com/news/business/putting-the-cart-in-front-of-the-horse,cart
81,06-05-2020,https://www.agriculture.com/news/business/beef-and-pork-exports-run-ahead-of-2019-pace-despite-pandemic,ahead
82,06-05-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-5-2020,big
83,06-04-2020,https://www.agriculture.com/news/business/bayer-pauses-sale-distribution-and-use-of-xtendimax-following-court-decision,bayer
84,06-04-2020,https://www.agriculture.com/news/business/farmland-market-is-facing-opposing-factors-in-coming-months,coming
85,06-04-2020,https://www.agriculture.com/news/machinery/farmers-who-own-modern-equipment-can-still-perform-95-of-repairs-on-their-own,equipment
86,06-04-2020,https://www.agriculture.com/news/3-big-things-today-june-4-2020,big
87,06-03-2020,https://www.agriculture.com/news/business/dicamba-use-for-2020-in-question-due-to-federal-court-ruling,court
88,06-03-2020,https://www.agriculture.com/news/online-iron-sales-expand-exponentially-during-the-covid-crisis,covid
89,06-03-2020,https://www.agriculture.com/agricultural-chemical-supplies-secure-in-the-coronavirus-era,agricultural
90,06-03-2020,https://www.agriculture.com/family/education/a-strange-end-to-senior-year,end
91,06-03-2020,https://www.agriculture.com/news/business/post-covid-19-pandemic-what-s-it-mean-for-agriculture,agriculture
92,06-03-2020,https://www.agriculture.com/news/technology/digital-seed-business-will-grow-post-coronavirus,business
93,06-03-2020,https://www.agriculture.com/news/business/record-usda-support-flowing-but-farmers-say-more-federal-assistance-will-be-needed,assistance
94,06-03-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-3-2020,big
95,06-02-2020,https://www.agriculture.com/news/pet-dog-tests-positive-for-virus-causing-covid-19,causing
96,06-02-2020,https://www.agriculture.com/news/technology/farmers-edge-unveils-hail-detection-and-report-tool,detection
97,06-02-2020,https://www.agriculture.com/news/business/us-farmers-feel-slightly-better-about-the-ag-sectors-economy-survey-shows,ag
98,06-02-2020,https://www.agriculture.com/news/business/primary-election-may-be-decision-day-for-divisive-steve-king,day
99,06-02-2020,https://www.agriculture.com/news/crops/tracking-the-billion-dollar-bug,billiondollar
100,06-02-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-2-2020,june
101,06-01-2020,https://www.agriculture.com/news/crops/us-corn-and-soybean-crops-are-progressing-well-usda-reports,corn
102,06-01-2020,https://www.agriculture.com/markets/commodity-prices/get-commodity-pricing-on-your-smart-speaker,commodity
103,06-01-2020,https://www.agriculture.com/news/business/covid-19-this-global-tragedy-flattens-us-ag-exports,ag
104,06-01-2020,https://www.agriculture.com/news/business/corteva-agriscience-announces-14-sustainability-goals-to-achieve-by-2030,achieve
105,06-01-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-1-2020,big
106,5/29/2020,https://www.agriculture.com/news/crops/fertilizer-supplies-prices-remain-low-and-stable-amid-coronavirus-concerns,amid
107,5/29/2020,https://www.agriculture.com/news/crops/record-global-corn-and-wheat-crops-on-the-way,corn
108,5/29/2020,https://www.agriculture.com/news/livestock/hog-farms-in-coronavirus-crisis-need-more-aid-say-producers,aid
109,5/29/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-may-29-2020,big
110,5/28/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-may-28-2020,may
111,5/27/2020,https://www.agriculture.com/news/business/china-buys-more-will-it-be-enough-for-phase-one,buy
112,5/27/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-may-27-2020,big
113,5/26/2020,https://www.agriculture.com/news/crops/88-of-the-us-corn-crop-is-seeded-below-expectations-usda-reports,corn
114,5/26/2020,https://www.agriculture.com/news/business/coronavirus-cuts-us-corn-use,corn
115,5/26/2020,https://www.agriculture.com/news/business/ag-trade-in-a-post-coronavirus-world,postcoronavirus
116,5/26/2020,https://www.agriculture.com/news/business/poultry-slaughter-slides-but-not-as-far-as-beef-and-pork,beef
117,5/26/2020,https://www.agriculture.com/news/business/grocery-prices-rising-at-highest-rate-since-2012,grocery
118,5/26/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-may-26-2020,big
119,5/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-may-25-2020,big
120,5/22/2020,https://www.agriculture.com/news/business/usda-creates-coronavirus-loan-guarantees-for-rural-businesses-and-farmers,usda
121,5/22/2020,https://www.agriculture.com/news/business/red-meat-production-plunges-23-percent-during-april-amid-pandemic,amid
122,5/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-may-22-2020,big
123,5/21/2020,https://www.agriculture.com/news/crops/kansas-wheat-tour-total-agency-estimates-284-million-bushel-crop,agency
124,5/21/2020,https://www.agriculture.com/news/business/more-us-ag-products-eligible-for-export-to-china,ag
